Title,Time,Giá ,Diện tích ,Địa chỉ tài sản,Mã tin,Loại tin,Loại BDS,Chiều ngang,Chiều dài,Hướng,Đường trước nhà,Pháp lý,Số lầu,Số phòng ngủ
MẢNH ĐẤT PHÂN LÔ X2B 80M GIÁ 9.9ty.VIEW HỒ.3 THOÁNG.3 OTO TRÁNH. VỈA HÈ SIÊU ĐẸP, Hôm nay, 9.9 tỷ , 80 m2, Đường Yên Duyên. Phường Yên Sở. Quận Hoàng Mai. Hà Nội,9515740,Cần bán,Nhà mặt tiền,5m,14m,_,15m,Sổ hồng/ Sổ đỏ,1,1
PHÂN LÔ ĐỀN LỪ-HOÀNG MAI 55M GIÁ 7.93TỶ.GARA.OTO.KINH DOANH.TẦM TIỀN NHÀ HIẾM CHO PHÂN LÔ, Hôm nay, 7.93 tỷ , 55 m2, Đường Đền Lừ. Phường Hoàng Văn Thụ. Quận Hoàng Mai. Hà Nội,9814920,Cần bán,Nhà mặt tiền,4m,14m,_,7m,Sổ hồng/ Sổ đỏ,5,4
PHÂN LÔ ĐỀN LỪ 66M GIÁ 12.7TỶ.GARA.KINH DOANH.THANG MÁY.NHÀ MỚI COONG.SIÊU LUNG LINH, Hôm nay, 12.7 tỷ , 60 m2, Đường  Hồ Đền Lừ. Phường Hoàng Văn Thụ. Quận Hoàng Mai. Hà Nội,9756193,Cần bán,Nhà mặt tiền,4m,15m,_,12m,Sổ hồng/ Sổ đỏ,6,6
BÁN NHÀ 4 TẦNG PHỐ VIỆT HƯNG. LONG BIÊN. 56M MT4.5 8.6 TỶ., Hôm nay, 8.6 tỷ , 56 m2, Hà Nội Đường Việt Hưng. Phường Việt Hưng. Quận Long Biên. Hà Nội,9494048,Cần bán,Nhà mặt tiền,4.5m,19m,_,12m,Sổ hồng/ Sổ đỏ,4,4
Nhà Đẹp 5 Tầng. Lô Góc. Gara. Kinh Doanh. Tư Đình. Long Biên 54M Mặt Tiền 6.4  8.2 Tỷ., Hôm nay, 8.2 tỷ , 54 m2, Hà Nội Đường Tư Đình. Phường Long Biên. Quận Long Biên. Hà Nội,9806154,Cần bán,Nhà trong hẻm,6m,9m,_,8m,Sổ hồng/ Sổ đỏ,5,4
BÁN NHÀ PHỐ NGỤY NHƯ KON TUM 130m 5 tầng Mt: 5.6m Gía chỉ có 22 tỷ KHU PHÂN LÔ Ô TÔ TRÁNH, Hôm nay, 22 tỷ , 130 m2, Phố Ngụy Như Kon Tum. Phường Thanh Xuân Bắc. Quận Thanh Xuân. Hà Nội,9675696,Cần bán,Nhà mặt tiền,5.6m,---,_,7m,Sổ hồng/ Sổ đỏ,5,6
BÁN TÒA VĂN PHÒNG KĐT TRUNG YÊN 85m 7 tầng THANG MÁY SỊN GIÁ CHỈ CÓ 25.7 TỶ, Hôm nay, 25.7 tỷ , 85 m2, Đường Trung Yên 10. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,9675648,Cần bán,Nhà mặt tiền,5.5m,---,_,10m,Sổ hồng/ Sổ đỏ,7,7
Chủ thiện chí bán Căn Nhà S49m2. 5t Hộ khẩu phố vip Xuân La - Tâ Hồ., Hôm nay, 4.8 tỷ , 49 m2, Đường Xuân La. Phường Xuân La. Quận Tây Hồ. Hà Nội,9816839,Cần bán,Nhà trong hẻm,5m,10m,_,3m,Sổ hồng/ Sổ đỏ,5,3
KINH DOANH QUÁ TỐT MỰT PHỐ KHUẤT DUY TIẾN 35m 6 tầng Mt:4m GIÁ CỰC ƯU ĐÃI 13.2 TỶ, Hôm nay, 13.2 tỷ , 35 m2, Đường Khuất Duy Tiến. Phường Thanh Xuân Bắc. Quận Thanh Xuân. Hà Nội,9816825,Cần bán,Nhà mặt tiền,4m,---,_,30m,Sổ hồng/ Sổ đỏ,6,6
BÁN NHÀ PHỐ NGỤY NHƯ KON TUM 85m MT; 7.5m GÍA QUÁ TỐT 15 TỶ ( CẦN BÁN GẤP ), Hôm nay, 15 tỷ , 85 m2, Phố Ngụy Như Kon Tum. Phường Thanh Xuân Bắc. Quận Thanh Xuân. Hà Nội,9816819,Cần bán,Nhà trong hẻm,7.5m,---,_,10m,Sổ hồng/ Sổ đỏ,3,4
Cần bán gấp nhà 6 Tầng S58m2 phố Nguyễn Khánh Toàn - Cầu Giấy mặt Ngõ kinh Doanh. lo góc, Hôm nay, 7.8 tỷ , 58 m2, Đường Nguyễn Khánh Toàn. Phường Quan Hoa. Quận Cầu Giấy. Hà Nội,9812945,Cần bán,Nhà mặt tiền,4m,11m,Đông Nam,3m,Sổ hồng/ Sổ đỏ,6,8
Bán nhà VIP Chùa Láng - Lô góc 3 mặt - Ô tô - Kinh doanh., Hôm qua, 8.3 tỷ , 41 m2, Phố Chùa Láng. Phường Láng Thượng. Quận Đống Đa. Hà Nội,9816697,Cần bán,Nhà trong hẻm,---,---,_,4m,Sổ hồng/ Sổ đỏ,5,4
Chính chủ cần bán nhà Ô tô DƯƠNG Văn Bé sát 30mx5 tầng giá nhỉnh 3 tỉ., Hôm qua, 3 tỷ , 30 m2, Đường Dương Văn Bé. Phường Vĩnh Tuy. Quận Hai Bà Trưng. Hà Nội,9813817,Cần bán,Nhà trong hẻm,---,---,_,2.5m,---,5,3
Nhỉnh 2 tỷ có nhà Quang Lãm- 3 thoáng- Ô tô đỗ gần- Nhà đẹp- DT33 MT4.3, Hôm qua, 2.35 tỷ , 33 m2, Đường Quang Lãm. Phường Phú Lãm. Quận Hà Đông. Hà Nội,9807022,Cần bán,Nhà trong hẻm,---,---,_,2m,---,5,4
Bán nhà mới xây mặt ngõ Hoàng Mai. 44m2x5T. mt 3.9m. Cách bãi gửi ô tô 10m. phòng rộng, Hôm qua, 3.9 tỷ , 44 m2, Đường Hoàng Mai. Phường Hoàng Văn Thụ. Quận Hoàng Mai. Hà Nội,9566142,Cần bán,Nhà trong hẻm,---,---,_,1.7m,Sổ hồng/ Sổ đỏ,5,4
Nhà đẹp Lê Thanh Nghị. 20m ra Phố. lô góc. kdoanh tốt. 45m2 x 5 tầng x mt 6m. Giá 6.6 tỷ, Hôm qua, 6.6 tỷ , 45 m2, Phố Lê Thanh Nghị. Phường Đồng Tâm. Quận Hai Bà Trưng. Hà Nội,9689907,Cần bán,Nhà mặt tiền,6m,9m,Nam,2.5m,Sổ hồng/ Sổ đỏ,5,4
Vtrí đẹp Thái Thịnh. lô góc ngã tư.oto đỗ cửa. kdoanh.35m2 x 3 tầng x mt 5.2m. Giá 4.6 tỷ, Hôm qua, 4.6 tỷ , 35 m2, Phố Thái Thịnh. Phường Thịnh Quang. Quận Đống Đa. Hà Nội,9815497,Cần bán,Nhà mặt tiền,5.2m,7m,Tây Nam,3m,Sổ hồng/ Sổ đỏ,3,3
Nhà đẹp mặt ngõ Phố Chợ Khâm Thiên. 15m oto đỗ. full đồ.34m2 x 5 tầng x mt 6m. Giá 3.15 tỷ, Hôm qua, 3.15 tỷ , 34 m2, Phố Chợ Khâm Thiên. Phường Trung Phụng. Quận Đống Đa. Hà Nội,9815534,Cần bán,Nhà mặt tiền,6m,5.5m,Tây Bắc,2m,Sổ hồng/ Sổ đỏ,5,3
Nhà đẹp Bùi Xương Trạch. oto tránh 15m. DT:30m2 x 5 tầng x mtiền 7m. Giá 3.3 tỷ, Hôm qua, 3.3 tỷ , 30 m2, Đường Bùi Xương Trạch. Phường Định Công. Quận Hoàng Mai. Hà Nội,9815562,Cần bán,Nhà trong hẻm,7m,4.5m,Đông Bắc,2.5m,Sổ hồng/ Sổ đỏ,5,3
Nhà mới Lê Duẩn. oto cách 30m. ngõ đẹp. full đồ. 33m2 x 5 tầng x mặt tiền 3.1m. Giá 3.9 tỷ, Hôm qua, 3.9 tỷ , 33 m2, Đường Lê Duẩn. Phường Khâm Thiên. Quận Đống Đa. Hà Nội,9815590,Cần bán,Nhà trong hẻm,3.1m,11m,Nam,2.5m,Sổ hồng/ Sổ đỏ,5,3
Bán tòa nhà XÃ ĐÀN . 1 mặt phố. 1 mặt ngõ. thang máy. 7 tầng. 1 hầm. nhỉnh 30 tỷ., Hôm qua, 30 tỷ , 60 m2, Phố Xã Đàn. Phường Phương Liên. Quận Đống Đa. Hà Nội,9813588,Cần bán,Nhà mặt tiền,---,---,_,9m,---,7,7
BÁN GẤP  CĂN NHÀ Ỷ LAN HÀ  ĐÔNG 5 TẦNG  DIỆN TÍCH  35m2 NHÀ  MỚI  ĐẸP2.4 tỷ, Hôm qua, 2.4 tỷ / m2  , 35 m2, Đường Ỷ La. Phường Dương Nội. Quận Hà Đông. Hà Nội,9816185,Cần bán,Nhà mặt tiền,35m,10m,_,4m,Sổ hồng/ Sổ đỏ,5,4
Sang - xịn - rẻ nhất khu vực Tây Hồ . Nhà 7 tầng . vỉa hè . thang máy . phân lô Vip 21.5tỷ, Hôm qua, 21.5 tỷ , 109 m2, Đường Xuân La. Phường Xuân La. Quận Tây Hồ. Hà Nội,9809570,Cần bán,Nhà mặt tiền,---,---,_,13m,---,7,10
Bán ĐẤT PL  Thụy Phương . Đường thông . 7 chỗ đỗ cửa . 2 thoáng . tặng GPXD 5 tầng 5 tỷ, Hôm qua, 5 tỷ , 80 m2, Đường Thụy Phương. Phường Thụy Phương. Quận Bắc Từ Liêm. Hà Nội,9809053,Cần bán,Nhà mặt tiền,---,---,_,5m,---,1,1
Bán ĐẤT Phạm Văn ĐỒng . phân lô . đường thông . 7 chỗ đõ cửa . tặng GPXD 5 tầng chỉ 3.6 tỷ, Hôm qua, 3.6 tỷ , 50 m2, Đường Phạm Văn Đồng. Phường Xuân Đỉnh. Quận Bắc Từ Liêm. Hà Nội,9813684,Cần bán,Nhà trong hẻm,---,---,_,6m,---,1,2
Nhà C4 Cổ Nhuế . sổ phân lô . đường thông . oto lý thuyết . chủ tặng GPXD chỉ 4.2 tỷ, Hôm qua, 4.2 tỷ , 55 m2, Đường Cổ Nhuế. Phường Cổ Nhuế 2. Quận Bắc Từ Liêm. Hà Nội,9815083,Cần bán,Nhà trong hẻm,---,---,_,3m,---,2,1
Bán gấp nhà hơn 3 tỷ - Nguyễn Chí Thanh 35m2 - MT4m- LÔ GÓC - NỞ HẬU - Ngõ rộng 3m thoáng, Hôm qua, 3.7 tỷ , 35 m2, Đường Nguyễn Chí Thanh. Phường Láng Thượng. Quận Đống Đa. Hà Nội,9799695,Cần bán,Nhà trong hẻm,---,---,_,3m,Sổ hồng/ Sổ đỏ,5,3
Cần bán nhà phố Chùa Láng 35m2x5t. MT 4m - Lô góc - ngõ to gần Ô TÔ, Hôm qua, 3.7 tỷ , 35 m2, Đường Nguyễn Chí Thanh. Phường Láng Thượng. Quận Đống Đa. Hà Nội,9783993,Cần bán,Nhà trong hẻm,4m,10m,_,3m,---,5,3
Bán Nhanh Gấp Nhà Đẹp Phố Trần Khát Chân. Ô ô GARA Hai Bà Trưng. 65M x 4 Tầng. Giá 4.6 Tỷ, Hôm qua, 4.6 tỷ , 65 m2, Đường Trần Khát Chân. Phường Đống Mác. Quận Hai Bà Trưng. Hà Nội,9607016,Cần bán,Nhà mặt tiền,---,---,_,4m,---,4,4
Chỉ 4.7 Tỷ Có Căn Nhà Đẹp Phố Võ Thị Sáu. Ô tô Vào Nhà Hai Bà Trưng. 68M x 4 Tầng, Hôm qua, 4.7 tỷ , 68 m2, Phố Võ Thị Sáu. Phường Thanh Nhàn. Quận Hai Bà Trưng. Hà Nội,9607028,Cần bán,Nhà mặt tiền,---,---,_,4m,---,4,4
